architecture,seed,fold,n_train,n_val,mse,r2,train_mse,gap,epochs_run,best_epoch,early_stopped,mse_HC,mse_NOx,mse_CO2,mse_PM,mse_eta
A7,2,3,27,7,0.027583944987984554,0.33547505160660174,0.01190337135381618,0.015680573634168374,300,300,false,0.013680666086647744,0.008649939231780372,0.006794150381931397,0.06408807896835879,0.04470689027120448
A7,2,4,28,6,0.1450782409777035,-0.12637117779114782,0.05790087259774277,0.08717736837996073,58,28,true,0.11004319560485888,0.032567982972927144,0.10847379436664499,0.4428381505204883,0.0314680814235983
A8,0,0,27,7,0.013037484856338386,0.6913783934095797,0.009365265851685508,0.003672219004652878,300,300,false,0.006375315998656588,0.005853026256182369,0.006856284639476532,0.034972741917808185,0.011130055469568257
A8,0,1,27,7,0.05641714116636123,0.5215112198963517,0.008984568318563757,0.04743257284779747,300,300,false,0.047192861140435756,0.018707776674273997,0.05293585211021864,0.12748423188333666,0.03576498402354106
A8,0,2,27,7,0.009942580623659455,-0.006749788286275482,0.051008809803472714,-0.04106622917981326,47,17,true,0.0044332149063770485,0.01451134292889961,0.007920952671424042,0.016454080662000714,0.006393311949595851
A8,0,3,27,7,0.020990964920440707,0.7300706984372971,0.009211878815004034,0.011779086105436673,300,300,false,0.04969492460398201,0.0022637585575297436,0.0027275614881431447,0.006180249188218473,0.044088330764330164
A8,0,4,28,6,0.014186450239227504,0.8320288968349908,0.01163632801524428,0.0025501222239832245,300,300,false,0.008467062691738716,0.013039610459151092,0.009320050462218068,0.021650221278498815,0.018455306304530815
A8,1,0,27,7,0.019498480898038722,0.6905660692076757,0.009923980763346864,0.009574500134691858,300,300,false,0.04662374785720595,0.004171903443184693,0.007552387055058381,0.017025522998041463,0.02211884313670314
A8,1,1,27,7,0.00446235415298896,0.8200718552746042,0.011315578628637586,-0.006853224475648626,300,300,false,0.0028971174947654437,0.003252502216853464,0.001740240927895619,0.009946935495104415,0.004474974630325859
A8,1,2,27,7,0.02039585457794616,-0.2611698414873376,0.04823862113080707,-0.027842766552860908,61,31,true,0.014661741728559137,0.009100059599349227,0.05440654499775207,0.009765471326035469,0.014045455238034913
